date,return
2020-02-28,0.00000000
2020-02-29,-0.00650000
2020-03-01,-0.00050659
2020-03-02,-0.00202840
2020-03-03,0.00203666
2020-03-04,0.01064909
2020-03-05,-0.00893744
2020-03-06,0.00101112
2020-03-07,0.00454087
2020-03-08,0.01500000
2020-03-09,-0.00679612
2020-03-10,0.00492126
2020-03-11,-0.00341131
2020-03-12,0.05789990
2020-03-13,-0.03034301
2020-03-14,-0.00187266
2020-03-15,-0.01503759
2020-03-16,0.00096899
2020-03-17,0.00193424
2020-03-18,0.04046243
2020-03-19,-0.01515152
2020-03-20,0.01746324
2020-03-21,-0.00577265
2020-03-22,-0.00044924
2020-03-23,0.00404676
2020-03-24,-0.00535236
2020-03-25,0.00495942
2020-03-26,-0.00133929
2020-03-27,-0.00044763
2020-03-28,-0.00044803
2020-03-29,-0.00762332
2020-03-30,0.00182149
2020-03-31,0.00635209
2020-04-01,-0.00313620
2020-04-02,-0.00315600
2020-04-03,-0.00045372
2020-04-04,0.00090827
2020-04-05,-0.00181324
2020-04-06,-0.00136488
2020-04-07,0.00593066
2020-04-08,-0.00631199
2020-04-09,0.01187215
2020-04-10,0.00312221
2020-04-11,0.00310284
2020-04-12,-0.00440529
2020-04-13,0.00222222
2020-04-14,0.00265487
2020-04-15,0.00352113
2020-04-16,-0.01048951
2020-04-17,0.00133929
2020-04-18,-0.00623330
2020-04-19,0.00721371
2020-04-20,0.00222222
2020-04-21,0.00088496
2020-04-22,0.00397527
2020-04-23,0.00788782
2020-04-24,0.00690250
2020-04-25,0.00425532
2020-04-26,0.01054852
2020-04-27,0.00247934
2020-04-28,-0.00287829
2020-04-29,-0.00454921
2020-04-30,-0.00584307
2020-05-01,0.00337838
2020-05-02,-0.00629195
2020-05-03,-0.00297366
2020-05-04,0.00256410
2020-05-05,-0.00212585
2020-05-06,0.00341588
2020-05-07,0.00593723
2020-05-08,0.01886002
2020-05-09,-0.01050081
2020-05-10,0.00948845
2020-05-11,-0.00080972
2020-05-12,0.01540957
2020-05-13,-0.00236035
2020-05-14,-0.00671937
2020-05-15,-0.00280449
2020-05-16,-0.00120870
2020-05-17,-0.00242326
2020-05-18,-0.00446429
2020-05-19,0.00245700
2020-05-20,0.00937245
2020-05-21,0.00080000
2020-05-22,0.00838658
2020-05-23,-0.00392773
2020-05-24,-0.00593824
2020-05-25,0.00200321
2020-05-26,0.00199521
2020-05-27,-0.00437202
2020-05-28,0.00200481
2020-05-29,-0.00439297
2020-05-30,-0.00040290
2020-05-31,0.00604839
2020-06-01,0.00000000
2020-06-02,0.01752988
2020-06-03,0.00076982
2020-06-04,0.00499616
2020-06-05,-0.00837139
2020-06-06,0.00116099
2020-06-07,-0.00617761
2020-06-08,0.00860047
2020-06-09,0.00461184
2020-06-10,-0.00228484
2020-06-11,-0.00612089
2020-06-12,-0.00116189
2020-06-13,0.00232919
2020-06-14,-0.00347759
2020-06-15,-0.00038911
2020-06-16,-0.00116822
2020-06-17,-0.00156128
2020-06-18,0.00078309
2020-06-19,-0.00195465
2020-06-20,0.00353218
2020-06-21,0.00701481
2020-06-22,-0.00345888
2020-06-23,-0.00232198
2020-06-24,0.00194401
2020-06-25,0.00271108
2020-06-26,0.00231125
2020-06-27,0.00383436
2020-06-28,-0.00038052
2020-06-29,0.00152323
2020-06-30,0.00151860
2020-07-01,0.00227101
2020-07-02,0.00263753
2020-07-03,-0.00412294
2020-07-04,0.00718065
2020-07-05,0.00558867
2020-07-06,-0.01068534
2020-07-07,0.01769578
2020-07-08,0.05490909
2020-07-09,0.00982962
2020-07-10,-0.00032134
2020-07-11,0.01382637
2020-07-12,0.00062578
2020-07-13,0.00968750
2020-07-14,0.00061312
2020-07-15,0.00336803
2020-07-16,-0.00091241
2020-07-17,0.00548446
2020-07-18,-0.00090416
2020-07-19,-0.00754831
2020-07-20,-0.00735745
2020-07-21,0.00435594
2020-07-22,-0.00524368
2020-07-23,-0.00218204
2020-07-24,-0.00250470
2020-07-25,-0.00943990
2020-07-26,-0.00160359
2020-07-27,-0.02220077
2020-07-28,-0.00505051
2020-07-29,-0.00680272
2020-07-30,-0.00137931
2020-07-31,-0.00414938
2020-08-01,0.00383543
2020-08-02,0.00761246
2020-08-03,0.00272665
2020-08-04,0.01491525
2020-08-05,-0.00658328
2020-08-06,0.00233489
2020-08-07,-0.00232404
2020-08-08,-0.00567045
2020-08-09,0.00877193
2020-08-10,0.00000000
2020-08-11,-0.00795756
2020-08-12,-0.00235849
2020-08-13,-0.02437373
2020-08-14,0.01067616
2020-08-15,-0.03240418
2020-08-16,0.00968703
2020-08-17,-0.00146199
2020-08-18,0.00733138
2020-08-19,-0.00252890
2020-08-20,0.03122731
2020-08-21,0.00922761
2020-08-22,0.01342282
2020-08-23,-0.00359477
2020-08-24,0.00000000
2020-08-25,-0.00131666
2020-08-26,0.00099010
2020-08-27,0.00263505
2020-08-28,0.00491481
2020-08-29,0.00356911
2020-08-30,-0.00612113
2020-08-31,0.00032616
2020-09-01,-0.01466754
2020-09-02,0.00470114
2020-09-03,-0.01297405
2020-09-04,0.00887978
2020-09-05,-0.00771812
2020-09-06,0.00477164
2020-09-07,-0.00067522
2020-09-08,0.00101420
2020-09-09,0.00877193
2020-09-10,0.01425729
2020-09-11,0.01321728
2020-09-12,-0.00251256
2020-09-13,0.00189394
2020-09-14,-0.00125786
2020-09-15,-0.00630517
2020-09-16,0.00670498
2020-09-17,0.00283554
2020-09-18,0.00407268
2020-09-19,0.00435053
2020-09-20,-0.00492914
2020-09-21,-0.00280025
2020-09-22,0.00125156
2020-09-23,-0.01310861
2020-09-24,-0.00224359
2020-09-25,0.00901481
2020-09-26,-0.01012018
2020-09-27,-0.00903809
2020-09-28,0.00525970
2020-09-29,0.00618087
2020-09-30,0.00578406
2020-10-01,-0.00317662
2020-10-02,-0.00255754
2020-10-03,0.00032134
2020-10-04,0.00545922
2020-10-05,-0.00031766
2020-10-06,-0.01589320
2020-10-07,0.00131320
2020-10-08,0.00098232
2020-10-09,0.00163399
2020-10-10,0.00423453
2020-10-11,-0.00645995
2020-10-12,0.00425393
2020-10-13,-0.00421804
2020-10-14,-0.00687173
2020-10-15,-0.00298607
2020-10-16,0.00667557
2020-10-17,0.00691700
2020-10-18,-0.00259909
2020-10-19,0.00783801
2020-10-20,-0.00225080
2020-10-21,-0.00904393
2020-10-22,-0.00098684
2020-10-23,-0.00065920
2020-10-24,-0.00363036
2020-10-25,-0.00764628
2020-10-26,0.00438893
2020-10-27,-0.00167336
2020-10-28,-0.01108126
2020-10-29,-0.00961538
2020-10-30,0.00105042
2020-10-31,0.00489168
2020-11-01,0.00311419
